content,words,confidence,p_foreign,p_upper,p_cap,avg_length,label,sentiment,emphasis,amplitude,politeness,dirtiness,main_tense,negated,article_id,article_type,user_type,outcome
HCA Sees Hospital Admissions Rise,5,1,0,20,100,5.8,neutral,0,1,0,0,0,present,FALSE,525057,Business,1,1
Industrial Production Rises Modestly,4,1,0,0,100,8.25,neutral,0,1,0,0,0,present,FALSE,525313,U.S. News,2,0
Canada May Factory Shipments Rise,5,1,0,0,100,5.8,neutral,0,1,0,0,0,present,FALSE,525038,Canada News,1,1
St. Jude Medical Profit More Than Doubles,7,1,0,0,85.71428571,5,neutral,0,1,0,0,0,present,FALSE,525066,Business,2,0
U.S. Bancorp Earnings Rise on Loan Growth,7,1,0,14.28571429,71.42857143,5,neutral,0,1,0,0,0,present,FALSE,525032,Markets Main,2,0
Ivory Coast Sells Dollar Bonds,5,1,0,0,100,5.2,neutral,0,1,0,0,0,present,FALSE,524995,Credit Markets,1,1
France Probes Delivery Firms,4,1,0,0,100,6.25,neutral,0,1,0,0,0,present,FALSE,525093,Business,2,0
Debating Democracy,2,1,0,0,100,8.5,neutral,0,1,0,0,0,present,FALSE,524965,WSJ Flash Interactive,2,0
Social Security as Life Insurance,5,1,0,0,80,5.8,neutral,0,1,0,0,0,present,FALSE,523275,Sunday Journal,2,0
"The Thinking, Singing Man's Los Angeles",7,1,0,0,85.71428571,4.857142857,neutral,0,1,0,0,0,present,FALSE,523280,Arts & Entertainment,2,0
"$26,000 ",2,1,0,0,0,3.5,neutral,0,1,0,0,0,present,FALSE,523287,WSJ.Money,2,0
A Random Way To Get Rich,6,1,0,16.66666667,83.33333333,3.166666667,neutral,0,1,0,0,0,present,FALSE,523271,WSJ.Money,2,0
Revenge of the Climate Tort,5,1,0,0,60,4.6,negative,4,1,0.4,0,0,present,FALSE,523265,Review & Outlook (U.S.),2,0
Scott Walker's Friends,4,1,0,0,75,5,neutral,0,1,0,0,0,present,FALSE,523264,Review & Outlook (U.S.),2,0
The VA's Bonus Culture,5,1,0,20,80,3.8,neutral,0,1,0,0,0,present,FALSE,523254,Review & Outlook (U.S.),2,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,523249,Notable & Quotable,2,0
A Cautious Step Toward Republican Reform,6,1,0,16.66666667,83.33333333,5.833333333,neutral,0,1,0,0,0,present,FALSE,523236,Politics & Ideas,1,1
Clients Who Care for Aging Parents,6,1,0,0,83.33333333,4.833333333,neutral,0,1,0,0,0,present,FALSE,523237,Wealth Management Journal,2,0
Farewell,1,1,0,0,100,8,neutral,0,1,0,0,0,present,FALSE,523226,Outside the Box,1,1
A Warning to Europe,4,1,0,25,50,4,neutral,0,1,0,0,0,present,FALSE,523225,Review & Outlook (U.S.),2,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,523223,Notable & Quotable,1,1
Italy Premier Gains Impetus for Domestic Agenda in Europe Vote,10,1,0,0,80,5.3,neutral,1,1,0.1,0,0,present,FALSE,523218,Europe News,1,1
Experimental Artists Gather for the Kitchen,6,1,0,0,66.66666667,6.333333333,neutral,0,1,0,0,0,present,FALSE,523230,NY Culture,2,0
Asia Markets Fall After U.S. Jobs Report,7,1,0,14.28571429,85.71428571,4.857142857,neutral,0,1,0,0,0,present,FALSE,513670,Asia Markets,2,0
U.S. Corporations Pay 35%,4,1,0,25,50,5.5,neutral,0,1,0,0,0,present,FALSE,513668,Review & Outlook (U.S.),1,1
The Long and Short of Boots,6,1,0,0,66.66666667,3.666666667,neutral,0,1,0,0,0,present,FALSE,513664,Ask Teri,2,0
Teachers Get High Marks,4,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,513661,NY Schools,2,0
SEC Asks Nuveen About Puerto Rico Meeting,7,1,0,14.28571429,100,5,neutral,0,1,0,0,0,present,FALSE,513648,Markets Main,2,0
Amgen's Profit Rises 24%,5,1,0,0,60,4.2,neutral,0,1,0,0,0,present,FALSE,513646,Earnings,1,1
The French Collection,3,1,0,0,100,6.333333333,neutral,0,1,0,0,0,present,FALSE,513634,Review & Outlook (U.S.),1,1
Our Former Friends the Saudis,5,1,0,0,80,5,neutral,0,1,0,0,0,present,FALSE,513612,Review & Outlook (U.S.),1,1
"Small Office, Big Impact",4,1,0,0,100,5.25,neutral,0,1,0,0,0,present,FALSE,513617,Work & Family,2,0
Canada Posts Smaller Deficit,4,1,0,0,100,6.25,neutral,0,1,0,0,0,present,FALSE,513604,Canada News,1,1
"It's a School Lunch, Not Quantum Physics",8,1,0,0,75,4.25,neutral,0,1,0,0,0,present,TRUE,513615,Food & Drink,2,0
Jeep Cherokees Finally Head to Dealers,6,1,0,0,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,513607,Business,2,0
Setting Up a Simple Home Cinema,6,1,0,0,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,513619,Gear,2,0
Caterpillar World-Wide Sales Fell 9%,5,1,0,0,60,6.4,neutral,0,1,0,0,0,present,FALSE,513585,Business,1,1
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,513581,Notable & Quotable,1,1
Canada August Retail Sales Edge Higher,6,1,0,0,100,5.5,neutral,0,1,0,0,0,present,FALSE,513582,Canada News,2,0
EMC's Profit Falls As Costs Rise,7,1,0,14.28571429,85.71428571,3.857142857,neutral,0,1,0,0,0,present,FALSE,513569,Business Technology,2,0
United Technologies Reports Slight Profit Increase,6,1,0,0,100,7.5,neutral,0,1,0,0,0,present,FALSE,513567,Earnings,1,1
Lockheed Bets on Overseas Growth,5,1,0,0,80,5.6,neutral,0,1,0,0,0,present,FALSE,513568,Earnings,2,0
Whirlpool Profit More Than Doubles,5,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,513562,Earnings,1,1
Big Blue Shakes the Blues,5,1,0,0,80,4.2,neutral,0,1,0,0,0,present,FALSE,513526,NY Giants,2,0
Spy Chief Distances Saudis From U.S.,6,1,0,16.66666667,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,513520,Middle East News,1,1
Greater New York Watch,4,1,0,0,100,4.75,neutral,0,1,0,0,0,present,FALSE,513508,New York,1,1
Texas Instruments Reports 20% Profit Decline,6,1,0,0,83.33333333,6.5,neutral,0,1,0,0,0,present,FALSE,513502,Technology,2,0
"Penney, Martha Revise Product Agreement",5,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,513505,Business,1,1
Auctions: Do You Need an Agent?,6,1,0,0,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,513482,House Talk,2,0
From 'Big Fish' to Beckett,5,1,0,0,80,4.4,neutral,0,1,0,0,0,present,FALSE,513484,Curtain Raisers,2,0
Time to Go Laptop Shopping,5,1,0,0,80,4.4,neutral,0,1,0,0,0,present,FALSE,513486,Personal Technology,2,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,513475,Notable & Quotable,1,1
J.P. Morgan Aimed to Limit Damage,6,1,0,16.66666667,66.66666667,4.666666667,neutral,0,1,0,0,0,past,FALSE,513470,Markets Main,1,1
The Real Reason Couples Have Sex,6,1,0,0,100,4.5,neutral,0,1,0,0,0.166666667,present,FALSE,513472,Bonds,2,0
Insurance Costs Jolt Beach Areas,5,1,0,0,100,5.6,neutral,0,1,0,0,0,present,FALSE,513464,NY Region,2,0
Bank Investors Brace for Fines,5,1,0,0,80,5.2,neutral,0,1,0,0,0,present,FALSE,513462,Markets Main,2,0
Soaring London House Prices Fuel Concerns,6,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,513459,U.K. News,1,1
Halliburton Feels North America Pressure,5,1,0,0,100,7.2,neutral,0,1,0,0,0,present,FALSE,513452,Earnings,2,0
The Big Number: 70,4,1,0,0,75,3.75,neutral,0,1,0,0,0,present,FALSE,513434,CFO Journal,2,0
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,513428,Notable & Quotable,1,1
The Curious Case of Britain's Recovery,7,1,0,0,71.42857143,4.714285714,neutral,0,1,0,0,0,present,FALSE,513431,Agenda by Simon Nixon,2,0
Julius Baer Cuts Jobs,4,1,0,0,100,4.5,neutral,2,1,0.125,0,0,present,FALSE,504220,European Business News,2,0
China Measures Boost Hong Kong Shares,6,1,0,0,100,5.333333333,neutral,2,1,0.166666667,0,0,present,FALSE,504214,Asiastox,1,1
Venezuela Opposition Says Peace Talks In Crisis,7,1,0,0,100,5.857142857,neutral,0,1,0,0,0,present,FALSE,504212,Latin America News,2,0
Biden's Son on Ukraine Gas Firm's Board,9,1,0,0,66.66666667,3.666666667,neutral,0,1,0,0,0,present,FALSE,504213,World News,1,1
U.S. Military Pressed on Climate Change,6,1,0,16.66666667,66.66666667,5.666666667,neutral,0,1,0,0,0,past,FALSE,504209,Politics and Policy,2,0
Big Banks Meet Compliance Standards of Mortgage Settlement,8,1,0,0,87.5,6.375,neutral,0,1,0,0,0,present,FALSE,504210,Markets Main,2,0
Brazil Exports Cool Coffee's Rally,6,1,0,0,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,504195,Commodities,1,1
More VA Employees Put On Leave,6,1,0,16.66666667,100,4.166666667,neutral,0,1,0,0,0,present,FALSE,504192,Politics and Policy,1,1
Bay Area Builders' Big Bet Starts to Pay,8,1,0,0,87.5,4.125,neutral,0,1,0,0,0,present,FALSE,504193,Commercial Real Estate,1,1
Mets Bring Up Young Arms in Bid to Win Now,10,1,0,0,80,3.3,neutral,0,1,0,0,0,present,FALSE,504196,NY Mets,2,0
What Is the 'Right to Be Forgotten?',7,1,0,0,71.42857143,4.285714286,neutral,0,1,0,0,0,present,FALSE,504183,Technology,1,1
"Rubio Calls For Social Security, Medicare Changes",7,1,0,0,100,6.142857143,neutral,0,1,0,0,0,present,FALSE,504177,Politics and Policy,1,1
Texas Governor Faces Unusual Criminal Probe,6,1,0,0,100,6.333333333,neutral,0,1,0,0,0,present,FALSE,504175,Politics and Policy,1,1
Goldman Tech Banker to Exit,5,1,0,0,80,4.6,neutral,0,1,0,0,0,present,FALSE,504164,Markets Main,2,0
Abercrombie CEO's Pay Falls,5,1,0,20,80,4.8,neutral,0,1,0,0,0,present,FALSE,504160,Business,2,0
How Summer Can Change Your Future,6,1,0,0,100,4.666666667,neutral,0,1,0,0,0,present,FALSE,504176,Weekend Investor,2,0
Pershing Wants Allergan Holders to Push for Merger Talks,9,1,0,0,77.77777778,5.333333333,neutral,1,1,0.111111111,0,0,present,FALSE,504152,Markets Main,2,0
France to Sell Ships to Russia,6,1,0,0,66.66666667,4.166666667,neutral,0,1,0,0,0,present,FALSE,504151,Middle East News,1,1
Election Hopes Boost India's Stocks,6,1,0,0,83.33333333,5.166666667,positive,4,1,0.333333333,0,0,present,FALSE,504153,Markets Main,1,1
Bulgaria Again Strikes Out at Foreign Investors,7,1,0,0,85.71428571,5.857142857,neutral,2,1,0.142857143,0,0,present,FALSE,504146,General News,2,0
U.S. Steel Imports Spark Wave of Trade Complaints,8,1,0,12.5,75,5.25,neutral,0,1,0,0,0,present,FALSE,503902,Business,2,0
French Minister Steps Up Push for Mobile Market Consolidation,9,1,0,0,88.88888889,5.888888889,neutral,0,1,0,0,0,present,FALSE,504145,European Business News,2,0
Taylor Townsend: Benched No More,5,1,0,0,100,5.6,neutral,0,1,0,0,0,present,TRUE,503895,Tennis,1,1
The Tommy John Scorecard: Jose Fernandez,6,1,0,0,100,5.833333333,neutral,0,1,0,0,0,present,FALSE,503894,The Count,2,0
Defining a 'True New Yorker',5,1,0,0,80,4.8,neutral,0,1,0,0,0,present,FALSE,503897,Brian Costa,1,1
U.S. Backs Off Mortgage Rules,5,1,0,20,80,5,neutral,0,1,0,0,0,present,FALSE,503885,Politics and Policy,1,1
Investment in Brazil's Banco Pan Delayed,7,1,0,0,71.42857143,5,neutral,0,1,0,0,0,present,FALSE,503883,General News,1,1
Economy Minister Says Russia Heading for Recession,7,1,0,0,85.71428571,6.285714286,neutral,0,1,0,0,0,present,FALSE,503882,Russia News,1,1
Essar Directors Surrender In Share Fight,6,1,0,0,100,5.833333333,neutral,0,1,0,0,0,present,FALSE,503880,General News,2,0
Beijing to Build Second Airport,5,1,0,0,80,5.4,neutral,0,1,0,0,0,present,FALSE,503881,Asian Business News,1,1
Hungary's Annual Inflation Rate Turns Negative,7,1,0,0,85.71428571,5.857142857,neutral,0,1,0,0,0,present,TRUE,503873,World News,2,0
China Shakes Up Its Biggest Energy Company,7,1,0,0,100,5.142857143,neutral,0,1,0,0,0,present,FALSE,503871,Asian Business News,1,1
Japan Life Insurers Brace for Fall in Government Bonds,9,1,0,0,77.77777778,5.111111111,neutral,0,1,0,0,0,present,FALSE,503869,Asian Business News,2,0
BMW Sales Race Ahead on Chinese Demand,7,1,0,14.28571429,85.71428571,4.571428571,neutral,0,1,0,0,0,present,FALSE,503866,European Business News,1,1
Telecom Italia Profit Falls,4,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,503864,Business,1,1
China Steel Exports Cause Tension,5,1,0,0,100,5.8,neutral,0,1,0,0,0,present,FALSE,503862,Asian Business News,2,0
Airbus Profit Almost Doubles,4,1,0,0,100,6.25,neutral,0,1,0,0,0,present,FALSE,503856,Business,1,1
Malaysian Airline Eyes Unit Stake Sale,6,1,0,0,100,5.5,neutral,0,1,0,0,0,present,FALSE,503851,Asian Business News,1,1
India Shares Rise on Exit Polls,6,1,0,0,83.33333333,4.333333333,neutral,2,1,0.166666667,0,0,present,FALSE,503845,Asiastox,1,1
Chinese Firm Bids for Laos Miner,6,1,0,0,83.33333333,4.5,neutral,0,1,0,0,0,present,FALSE,503844,Asian Business News,2,0
North Dakota Oil Well Brought Under Control,7,1,0,0,100,5.285714286,neutral,0,1.1,0,0,0,present,FALSE,503840,Business,2,0
TV Broadcasters Sue FCC,4,1,0,50,100,5,neutral,0,1,0,0,0,present,FALSE,503834,Media & Marketing,2,0
Mixed Feelings on Detroit Aid,5,1,0,0,80,5,neutral,0,1,0,0,0,present,FALSE,503825,Politics and Policy,1,1
Taking a Ride on Private Equity,6,1,0,0,66.66666667,4.333333333,neutral,0,1,0,0,0,present,FALSE,503820,Weekend Investor,1,1
Optimism Grows for Iran Nuclear Deal,6,1,0,0,83.33333333,5.166666667,positive,4,1,0.333333333,0,0,present,FALSE,503816,Middle East News,2,0
Petrobras Seeks to Raise Fuel Prices This Year,8,1,0,0,87.5,4.875,neutral,0,1,0,0,0,present,FALSE,503813,General News,1,1
U.S. Budget Deficit Sharply Lower Since October,7,1,0,14.28571429,85.71428571,5.857142857,neutral,0,1,0,0,0,present,FALSE,503806,Politics and Policy,2,0
Spanish Provincial Government Leader Shot Dead,6,1,0,0,100,6.833333333,neutral,2,1,0.166666667,0,0,past,FALSE,503794,Europe News,1,1
Italian Bank Monte dei Paschi Posts Loss,7,1,0,0,85.71428571,4.857142857,neutral,0,1,0,0,0,present,FALSE,503795,Markets Main,1,1
India's Industrial Output Contracts,5,1,0,0,80,6.4,neutral,0,1,0,0,0,present,FALSE,503778,General News,1,1
Turkey Told to Pay Damages on Cyprus,7,1,0,0,71.42857143,4.285714286,negative,5,1,0.428571429,0,0,past,FALSE,503777,Europe News,2,0
Leighton Subsidiary Executive Arrested in India,6,1,0,0,83.33333333,7,negative,5,1,0.5,0,0,past,FALSE,503774,Business,2,0
E.ON to Increase Investment in Brazilian Joint Venture,9,1,0,22.22222222,66.66666667,5.222222222,neutral,0,1,0,0,0,present,FALSE,503773,European Business News,1,1
Sony Struggles With Bottom Line,5,1,0,0,100,5.4,neutral,0,1,0,0,0,present,FALSE,503769,Technology,1,1
Acting Thai Premier Aims to Hold July Vote,8,1,0,0,87.5,4.375,neutral,0,1,0,0,0,present,FALSE,503756,World News NoCo,1,1
Corporate Australia's National Budget Nerves,6,1,0,0,83.33333333,6.666666667,neutral,0,1,0,0,0,present,FALSE,503753,Asia News,1,1
European Stocks Slightly Higher,4,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,503749,Europe Markets,2,0
China Stocks Rally on Reform Plan,6,1,0,0,83.33333333,4.666666667,neutral,0,1,0,0,0,present,FALSE,503750,Markets Main,1,1
Whisky Deal Offers Distribution Network,5,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,503751,Asian Business News,2,0
Saudi Oil Minister Sees No Reason to Change OPEC Output,10,1,0,10,90,4.6,neutral,0,1,0,0,0,present,TRUE,503743,Markets Main,2,0
Nasdaq Hires Likely Next CEO,5,1,0,20,100,4.8,neutral,0,1,0,0,0,present,FALSE,503745,Markets Main,1,1
Report Shows Afghan Violence Rising,5,1,0,0,100,6.2,neutral,0,1,0,0,0,present,FALSE,503738,Asia News,2,0
Giants Looked for Leaders in Draft,6,1,0,0,66.66666667,4.833333333,neutral,0,1,0,0,0,past,FALSE,503719,NY Giants,2,0
"Jets Patch Holes, Add Attitude",5,1,0,0,100,5.2,neutral,0,1,0,0,0,present,FALSE,503717,NY Jets,1,1
Rangers Take Another Win,4,1,0,0,100,5.25,neutral,0,1,0,0,0,present,FALSE,503722,NY Sports,2,0
"Schools That Won, Lost the NFL Draft",7,1,0,14.28571429,85.71428571,4.285714286,neutral,0,1,0,0,0,present,FALSE,503725,The Count,1,1
Where Majority Doesn't Rule,5,1,0,0,80,4.8,neutral,0,1,0,0,0,present,TRUE,503729,Law Journal,2,0
Thai Rival Factions Vie to Fill Political Vacuum,8,1,0,0,87.5,5.125,neutral,0,1,0,0,0,present,FALSE,503702,World News NoCo,2,0
Samsung Chairman Has Heart Attack,5,1,0,0,100,5.8,neutral,0,1,0,0,0,present,FALSE,503683,Technology,1,1
SEC Clashes With Congress,4,1,0,25,100,5.5,neutral,0,1,0,0,0,present,FALSE,505891,Markets Main,1,1
Nuclear Regulator to Leave Federal Agency,6,1,0,0,83.33333333,6,neutral,0,1,0,0,0,present,FALSE,505876,U.S. News,2,0
"Yo, Check Out This Hack in Popular Phone App",9,1,0,0,88.88888889,4,neutral,0,1,0,0,0,present,FALSE,505878,Technology,1,1
British Columbia Investment Fund Names New CEO,7,1,0,14.28571429,100,5.714285714,neutral,0,1,0,0,0,present,FALSE,505875,Markets Main,2,0
GM Recall: The Burden of Proof,6,1,0,16.66666667,83.33333333,4.166666667,neutral,0,1,0,0,0,present,FALSE,505882,Business,2,0
Canada to Curb Foreign Worker Program,6,1,0,0,83.33333333,5.333333333,neutral,0,1,0,0,0,present,FALSE,505868,Canada News,1,1
Abe's 'Third Arrow' Seeks a Hard Target,8,1,0,0,75,4.125,neutral,0,1,0,0,0,present,FALSE,505851,World News,2,0
Deutsche Bank CEOs Stock Up on Shares in Capital Increase,10,1,0,0,80,4.8,neutral,1,1,0.1,0,0,present,FALSE,505850,Markets Main,1,1
Migrant 'Stash Houses' Thrive on Border,6,1,0,0,83.33333333,5.666666667,neutral,0,1,0,0,0,present,FALSE,505852,U.S. News,1,1
"In China, a Fight Over Capacity",6,1,0,0,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,505853,China News,2,0
Mayor Aims to Reverse Detroit Exodus,6,1,0,0,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,505847,U.S. News,2,0
Michigan Governor Signs Detroit Aid,5,1,0,0,100,6.2,neutral,0,1,0,0,0,present,FALSE,505838,U.S. News,2,0
France Puts the World on Notice,6,1,0,0,66.66666667,4.333333333,neutral,0,1,0,0,0,present,FALSE,505844,World Cup,2,0
Mexican Central Bank Divided Over Rate Cut,7,1,0,0,100,5.142857143,neutral,0,1,0,0,0,past,FALSE,505828,Latin America News,1,1
Lego to Boost Capacity at Mexican Factory,7,1,0,0,71.42857143,5,neutral,0,1,0,0,0,present,FALSE,505829,European Business News,2,0
Heineken to Open New Brewery in Ethiopia,7,1,0,0,71.42857143,4.857142857,neutral,0,1,0,0,0,present,FALSE,505827,Business,1,1
Canada Retail Sales Post Strong Gain,6,1,0,0,100,5.166666667,neutral,0,1,0,0,0,present,FALSE,505820,Economy,2,0
Canadian Inflation Gains Pace,4,1,0,0,100,6.5,neutral,2,1,0.125,0,0,present,FALSE,505813,Canada News,2,0
"From Secret Town, China's Electronic Spy Shop Watches",9,1,0,0,88.88888889,5.111111111,neutral,0,1,0,0,0,present,FALSE,505817,China News,2,0
Investors Not Fretting About Ukraine Debt Talks,7,1,0,0,100,5.857142857,neutral,0,1,0,0,0,present,TRUE,505812,Europe Markets,2,0
Afghan Political Confrontation Turns Deadly,5,1,0,0,100,7.8,neutral,0,1,0,0,0,present,FALSE,505806,World News,2,0
Audit Targets China Resources,4,1,0,0,100,6.5,neutral,0,1,0,0,0,present,FALSE,505797,China News,1,1
Low Coal Prices Stop Another Australia Project,7,1,0,0,100,5.714285714,neutral,0,1,0,0,0,present,FALSE,505796,Asian Business News,1,1
Asian Shares End Mixed Session,5,1,0,0,100,5.2,neutral,2,1,0.2,0,0,present,FALSE,505785,Asiastox,2,0
California Cities Crack Down on Water Use,7,1,0,0,85.71428571,5,neutral,0,1,0,0,0,present,FALSE,505783,U.S. News,2,0
Offshore Accounts: What to Do Now,6,1,0,0,83.33333333,4.666666667,neutral,0,1,0,0,0,present,FALSE,505782,Tax Report,2,0
Lawmakers Ask If GM Bosses Bear Fault,7,1,0,14.28571429,100,4.428571429,neutral,0,1,0,0,0,present,FALSE,505770,Business,2,0
"In Energy Boom, Alaska Is Unlikely Loser",7,1,0,0,100,4.857142857,neutral,0,1,0,0,0,present,TRUE,505773,Business,1,1
Christie Makes a Pitch to Religious Right,7,1,0,0,71.42857143,5,neutral,0,1,0,0,0,present,FALSE,505760,Politics and Policy,1,1
Can 'Superman' Ochoa Save the Day for Mexico Again?,9,1,0,0,77.77777778,4.777777778,neutral,0,1,0,0,0,present,FALSE,505753,World Cup,1,1
Baseball's Shrinking Gap Between Worst and First,8,1,0,0,75,5.25,negative,6,1,0.5625,0,0,present,FALSE,505737,MLB,2,0
Uruguay Puts England on Brink of Elimination,7,1,0,0,71.42857143,5.428571429,neutral,0,1,0,0,0,present,FALSE,505734,World Cup,1,1
Pershing Square Gets a Boost in Allergan Tussle,8,1,0,0,75,5,neutral,0,1,0,0,0,present,FALSE,505726,Business,1,1
Higher Beef Prices Cut Into Profits,6,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,505718,Business,1,1
Inside the American Apparel Revolt,5,1,0,0,80,6,neutral,0,1,0,0,0,present,FALSE,505716,Business,1,1
Bike Shares Face Rough Road,5,1,0,0,100,4.6,positive,3,1,0.2,0,0,present,FALSE,505719,U.S. News,2,0
Belgians Question UBS Executive,4,1,0,25,100,7,neutral,0,1,0,0,0,present,FALSE,505711,Markets Main,2,0
Man Surrenders in Stockholm Bomb Threats,6,1,0,0,83.33333333,5.833333333,neutral,2,1,0.166666667,0,0,present,FALSE,505703,Europe News,1,1
Court Finds Cause to Charge Philippines Senator,7,1,0,0,85.71428571,5.857142857,neutral,0,1,0,0,0,present,FALSE,505704,Asia News,1,1
"Russian Troops Seen Near Ukraine Border, NATO Head Says",9,1,0,11.11111111,100,5.222222222,neutral,0,1,0,0,0,past,FALSE,505698,Europe News,1,1
McCarthy Elected House Majority Leader,5,1,0,0,100,6.8,neutral,0,1,0,0,0,past,FALSE,505699,Politics and Policy,2,0
Merkel Open to U.K. Concerns on Europe,7,1,0,14.28571429,57.14285714,4.571428571,neutral,0,1,0,0,0,present,FALSE,505697,Europe News,1,1
China to Move People in Iraq,6,1,0,0,66.66666667,3.833333333,neutral,0,1,0,0,0,present,FALSE,505691,China News,2,0
Metals Probe May Hit Imports,5,1,0,0,100,4.8,neutral,0,1,0,0,0,present,FALSE,505687,Markets Main,1,1
Rolls-Royce to Buy Back Shares,5,1,0,0,60,5.2,neutral,3,1,0.2,0,0,present,FALSE,505677,European Business News,1,1
Foreign Investors Flock to Taiwan Tech,6,1,0,0,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,505676,Markets Main,1,1
Lawmakers Concerned Over Wider Internal Surveillance,6,1,0,0,100,7.833333333,neutral,0,1,0,0,0,present,FALSE,505661,U.S. News,2,0
Disaster Insurance: Going It Alone,5,1,0,0,100,6,negative,8,1,0.333333333,0,0,present,FALSE,505666,Weekend Investor,1,1
Detroit Creates 'Hybrid' Pension System to Trim Costs,8,1,0,0,87.5,5.75,neutral,0,1,0,0,0,present,FALSE,505651,U.S. News,2,0
"Aging Americans Rest More, Work Less",6,1,0,0,100,5.166666667,neutral,0,1,0,0,0,present,FALSE,505646,U.S. News,1,1
How Investors Can Play M&A Boom,6,1,0,16.66666667,83.33333333,4.333333333,neutral,0,1,0,0,0,present,FALSE,505644,Hulbert on Investing,1,1
Pentagon Cautious on Iraq Strikes,5,1,0,0,80,5.8,neutral,3,1,0.2,0,0,present,FALSE,505626,Politics and Policy,2,0
France to Dim Reliance on Nuclear Power,7,1,0,0,71.42857143,4.714285714,neutral,0,1,0,0,0,present,FALSE,505618,Europe News,2,0
Fiat Chrysler Vehicles Face Probe in U.S.,7,1,0,14.28571429,71.42857143,5,neutral,0,1,0,0,0,present,FALSE,505607,Business,1,1
IMF: Ireland Mustn't Ease Tough Budget Plans,8,1,0,12.5,87.5,4.75,neutral,0,1,0,0,0,present,TRUE,505608,Europe News,2,0
"Russia To Ease Demands On Visa, MasterCard",7,1,0,0,100,5.142857143,neutral,1,1,0.0625,0,0,present,FALSE,505597,Markets Main,1,1
OPEC May Meet Sooner,4,1,0,25,100,4.25,neutral,0,1,0,0,0,present,FALSE,505592,Middle East News,2,0
Malaysian Tourism Hurt by Flight 370,6,1,0,0,66.66666667,5.166666667,neutral,0,1,0,0,0,present,FALSE,505586,Asia News,2,0
Finland Reduces Economic Growth,4,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,505578,Economy,2,0
SAS Cuts Jobs to Combat Losses,6,1,0,16.66666667,83.33333333,4.166666667,neutral,2,1,0.166666667,0,0,present,FALSE,505582,Business,1,1
Platinum Mines Say Striking Union Makes New Demands,8,1,0,0,100,5.5,neutral,2,1,0.14,0,0,present,FALSE,505581,Commodities,2,0
"China, U.K. to Start Direct Currency Trades",7,1,0,14.28571429,71.42857143,5.285714286,neutral,0,1,0,0,0,present,FALSE,505576,Foreign Exchange,1,1
Cyprus Gets Back to Bonds,5,1,0,0,80,4.2,neutral,0,1,0,0,0,present,FALSE,505348,Markets Main,2,0
South African Minister Sees Strikes Weighing on Growth,8,1,0,0,87.5,5.875,neutral,2,1,0.125,0,0,present,FALSE,505574,Economy,1,1
H&M Eyes New Online Markets,5,1,0,20,80,4.6,neutral,0,1,0,0,0,present,FALSE,505336,Earnings,1,1
West to Step Up Sanctions On Moscow,7,1,0,0,85.71428571,4.142857143,neutral,0,1,0,0,0,present,FALSE,503670,Russia News,1,1
A Film With Friends' Help,5,1,0,20,80,4.2,neutral,0,1,0,0,0,present,FALSE,503649,NY Culture,1,1
Home Sweet Dog Hotel,4,1,0,0,100,4.25,neutral,0,1,0,0,0,present,FALSE,503651,Metro Money,2,0
Poetry and Many Stars in Their Eyes,7,1,0,0,71.42857143,4.142857143,neutral,0,1,0,0,0,present,FALSE,503650,NY Culture,1,1
"Whirlpool, Electrolux Enjoy European Uptick",5,1,0,0,100,7.8,neutral,0,1,0,0,0,present,FALSE,503637,Earnings,1,1
"Square Inc. Expands Into SoHo, Plans to Add 350 Workers",10,1,0,0,70,4.6,neutral,2,1,0.181818182,0,0,present,FALSE,503636,NY Real Estate Commercial,1,1
VA Expands Probe of Phoenix Hospital,6,1,0,16.66666667,83.33333333,5.166666667,neutral,2,1,0.166666667,0,0,present,FALSE,503626,Politics and Policy,1,1
